Id,PostTypeId,ParentId,CreationDate,Score,Body,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount,ContentLicense
13562256,2,13561945,2012-11-26T09:49:55.510,2,"<p>If you're just in need for a slider that ables you to fill it with an array of ranges, you can just go for jquery UI one :</p>

<p><a href=""http://jqueryui.com/slider/#steps"" rel=""nofollow"">http://jqueryui.com/slider/#steps</a></p>

<p>Great funcitionnalities and support.</p>

<p>EDIT : for color evolving, you could make a div for the tooltip with a color background, that you will change depending on the value selected. Your code would look like something like this :</p>

<pre><code>(if val == 1){handle.css('color','red');}
else if(val == 5){handle.css('color','yellow')} 
else if (val == 10) {handle.css('color','green')}
</code></pre>
",1662884,1662884,2012-11-26T10:15:38.267,2012-11-26T10:15:38.267,3,CC BY-SA 3.0
14028360,2,10673123,2012-12-25T06:44:43.597,-1,"<p>I found this in the Zoho API forums:</p>

<blockquote>
  <p><strong>Logout/Close a Ticket</strong>:<br/><br/>You can close/clear/logout/invalidate
  a particular API ticket after you have completed the operation. An
  HTTPS POST request sent to Zoho Accounts to close the API ticket will
  look like the one below:<br/>&lt;form method=&quot;POST&quot;
  action=&quot;https://accounts.zoho.com/logout&quot;
  target=&quot;_self&quot;&gt;<br/>&lt;input type=&quot;hidden&quot;
  name=&quot;ticket&quot;
  value=&quot;&lt;ticket_value&gt;&quot;&gt;<br/>&lt;input
  type=&quot;hidden&quot; name=&quot;FROM_AGENT&quot;
  value=&quot;true&quot;&gt;<br/>&lt;/form&gt;<br/> Note: The parameters
  are case-sensitive.</p>
</blockquote>

<p>Please check if this is useful to you: <a href=""https://forums.zoho.com/topic/attn-zoho-api-developers-important-data-api-update-limit-concurrent-api-sessions-to-20-use-https-post-for-generating-tickets"" rel=""nofollow"">https://forums.zoho.com/topic/attn-zoho-api-developers-important-data-api-update-limit-concurrent-api-sessions-to-20-use-https-post-for-generating-tickets</a></p>
",56113,,,2012-12-25T06:44:43.597,0,CC BY-SA 3.0
14045742,2,13825378,2012-12-26T20:15:43.490,1,"<p>First, don't post your authtoken in a public Forum. Please replace it with asterisks. It's very sensitive. </p>

<p>Second, the View seems to return the response right. I tried to query the View and got the XML response. I guess you will need some experts' advice on iterating the XML response</p>

<p>There are some help links for your reference. </p>

<ol>
<li><a href=""https://forums.zoho.com/topic/unleash-your-zoho-creator-html-views-using-zcml"" rel=""nofollow"">https://forums.zoho.com/topic/unleash-your-zoho-creator-html-views-using-zcml</a> </li>
<li><a href=""https://github.com/srhyne/ZCML/"" rel=""nofollow"">https://github.com/srhyne/ZCML/</a></li>
</ol>

<p>There is also a way to store the View data in a JSON object. Sample URL below</p>

<pre><code>&lt;script src=""https://creatorexport.zoho.com/userName/appName/json/Agent_Roster_View/privateKey/variable=myData""&gt;&lt;/script&gt;
</code></pre>

<p>The above script will store the View data in a JSON object. To generate the private key for Views, you can refer to my post at <a href=""https://kbase.creator.zoho.com/views/how-to-generate-feed-url-for-views#json"" rel=""nofollow"">https://kbase.creator.zoho.com/views/how-to-generate-feed-url-for-views#json</a></p>
",1815922,,,2012-12-26T20:15:43.490,1,CC BY-SA 3.0
14488291,2,14475459,2013-01-23T19:59:12.027,0,"<p>You can use the getUsers method to get the list of users in your organization.</p>

<p><a href=""https://www.zoho.com/crm/help/api/getusers.html"" rel=""nofollow"">https://www.zoho.com/crm/help/api/getusers.html</a> </p>
",1815922,,,2013-01-23T19:59:12.027,1,CC BY-SA 3.0
14534961,2,14534834,2013-01-26T07:44:21.453,1,"<p>To summarize the conclusions in my previous comments:</p>

<ol>
<li>You cannot inject javascript into a page via the page URL.  You could pass parameters in the URL, but the receiving page would need to already be coded to act on those parameters.</li>
<li>You cannot use javascript from one page to act on another page if the two pages are in different domains and not pre-designed to cooperate.  This is security restriction called same origin policy which you can read about <a href=""https://developer.mozilla.org/en-US/docs/JavaScript/Same_origin_policy_for_JavaScript"" rel=""nofollow"">here</a>.</li>
<li>So, if you can't modify page B in any way and B is in a different domain than A and A and B were not predesigned to cooperate, then you can't click the link in B from A.</li>
</ol>
",816620,,,2013-01-26T07:44:21.453,1,CC BY-SA 3.0
14600959,2,14598065,2013-01-30T09:50:39.450,0,"<p>Usually it is said to be sufficient to add a 'title' attribute in tour DIV's and it will show up as tooltip on mouse-hover.</p>

<p>But to make a basic tooltip with proper positioning, you can use the below. I have used it and it works !!</p>

<p>JS (will have two mwthods, showTip and hideTip) :</p>

<pre><code>&lt;script type=""text/javascript""&gt;
function showtip(e,message) {
var x=0;
var y=0;
var m;
var h;
if(!e)
var e=window.event;
if(e.pageX||e.pageY) { x=e.pageX;  y=e.pageY;  }
else if(e.clientX||e.clientY)
{ x=e.clientX+document.body.scrollLeft+document.documentElement.scrollLeft;y=e.clientY+document.body.scrollTop+document.documentElement.scrollTop;}
m=document.getElementById('myTooltip');
if((y&gt;10)&amp;&amp;(y&lt;450))
{  m.style.top=y-4+""px"";  }
else{  m.style.top=y+4+""px"";  }
var messageHeigth=(message.length/20)*10+25;
if((e.clientY+messageHeigth)&gt;510)
{  m.style.top=y-messageHeigth+""px""; }
if(x&lt;850) { m.style.left=x+20+""px"";  }
else{  m.style.left=x-170+""px"";  }
m.innerHTML=message;m.style.display=""block"";m.style.zIndex=203;
}

function hidetip(){
var m;
m=document.getElementById('myTooltip');m.style.display=""none"";
}
&lt;/script&gt;
</code></pre>

<p>CSS:</p>

<pre><code>&lt;style type=""text/css""&gt;
#myTooltip{padding: 5px; background-color: #FFF8DC;  border: 1px solid #DEB887; width:180px;font-family: Arial, Helvetica, sans-serif; font-size: 12px; color: #6b6b6b; display:none; position:absolute;left:0px;top:0px; }
&lt;/style&gt;
</code></pre>

<p>And the HTML (will have an extra DIV below the href to show tooltip):</p>

<pre><code>&lt;a href=""javascript:void(0)"" onmouseover=""showtip(event, 'Sample tooltip text');""
onmouseout=""hidetip();""&gt;Hover mouse to see tooltip text.&lt;/a&gt;
&lt;div id=""myTooltip"" &gt;&lt;/div&gt;
</code></pre>

<p>Hope it helps !!</p>
",943983,,,2013-01-30T09:50:39.450,0,CC BY-SA 3.0
14616115,2,13834716,2013-01-30T23:55:17.687,30,"<pre><code># Action Mailer
ActionMailer::Base.delivery_method = :smtp  
ActionMailer::Base.smtp_settings = {            
  :address              =&gt; ""smtp.zoho.com"", 
  :port                 =&gt; 465,                 
  :user_name            =&gt; 'someone@somewhere.com',
  :password             =&gt; 'password',         
  :authentication       =&gt; :login,
  :ssl                  =&gt; true,
  :tls                  =&gt; true,
  :enable_starttls_auto =&gt; true    
}
</code></pre>

<p>That worked for me. Your settings might be fine some local networks block these kinds of packets. I had to test it through my 3G network.</p>
",2027395,,,2013-01-30T23:55:17.687,2,CC BY-SA 3.0
15009709,2,15006547,2013-02-21T18:31:13.507,1,"<p><strong><a href=""http://www.quickbase.com/api-guide/getschema.html"" rel=""nofollow"">API_GetSchema</a></strong> will return the list of dbids.</p>

<pre><code>https://www.quickbase.com/db/&lt;yourApplicationId&gt;?act=API_GetSchema&amp;apptoken=&lt;yourApplicationTokenId&gt;&amp;fmt=flat
</code></pre>
",592760,,,2013-02-21T18:31:13.507,0,CC BY-SA 3.0
15107526,2,15106856,2013-02-27T08:40:26.060,0,"<p>I'm not familier with the Bryntum schedular component, but most of the time when you have problems like these it's because you didn't define the <code>Capacity</code> field in your model.</p>

<p>I saw you used the following model: <code>Sch.model.Resource</code>. Can it be that is only has the <code>Name</code> field and not <code>Capacity</code>? Your JSON response looks fine to me.</p>
",1463272,,,2013-02-27T08:40:26.060,3,CC BY-SA 3.0
15338014,2,15224492,2013-03-11T11:58:23.427,2,"<p>you can use <a href=""https://crm.zoho.com/crm/private/xml/Events/getRecords?authtoken=Auth"" rel=""nofollow"">https://crm.zoho.com/crm/private/xml/Events/getRecords?authtoken=Auth</a> Token&amp;scope=crmapi to get list of events.</p>
",2091100,,,2013-03-11T11:58:23.427,0,CC BY-SA 3.0
16133529,2,16001298,2013-04-21T16:39:05.413,3,"<p>It turns out that the free plan through freehostia doesn't allow any outgoing connections, so trying to contact any outside mail server would have been impossible. 
Thanks for the suggestions though. </p>
",1110859,,,2013-04-21T16:39:05.413,0,CC BY-SA 3.0
16192342,2,16163032,2013-04-24T12:43:48.063,1,"<p>You can create a <em>structure</em> with the fields you're interested in getting from the database and create an <em>Advanced Query</em> that has that structure as output.</p>

<p>In the <em>Advanced Query</em>'s SQL you can specify your <em>group by</em> clauses like you would do with SQL.</p>
",19401,,,2013-04-24T12:43:48.063,0,CC BY-SA 3.0
16201141,2,16200946,2013-04-24T20:03:52.453,3,"<p>We do our posts to Zoho exactly the same way and they seem to be working fine (I just ran it to make sure it wasn't an issue across the board.) The only thing I can think of is to make sure that the values in your XML are properly escaped with slashes and HTML-entities so the XML is valid. That could be the issue, since it seems like it's saying something along the lines of ""unable to read your XML"".</p>
",1097816,1097816,2013-04-24T20:09:37.217,2013-04-24T20:09:37.217,2,CC BY-SA 3.0
16827336,2,16819801,2013-05-30T03:11:24.500,37,"<p>This error was caused by not having my config/initializers/devise.rb specifying the correct email address for <code>config.mailer_sender</code>.</p>
",222403,,,2013-05-30T03:11:24.500,2,CC BY-SA 3.0
17231072,2,17126323,2013-06-21T08:46:01.403,3,"<p>Use the below classes for de-serializing using JSON.Net</p>

<pre><code>public class ResponseActual
{

    [JsonProperty(""response"")]
    public Response2 Response { get; set; }
}

public class Response2
{

    [JsonProperty(""result"")]
    public Result Result { get; set; }

    [JsonProperty(""uri"")]
    public string Uri { get; set; }
}

public class Result
{

    [JsonProperty(""Contacts"")]
    public Contacts Contacts { get; set; }
}

public class Contacts
{

    [JsonProperty(""row"")]
    public IList&lt;Row&gt; Row { get; set; }
}

  public class Row
{

    [JsonProperty(""no"")]
    public string No { get; set; }

    [JsonProperty(""FL"")]
    public IList&lt;FL&gt; FL { get; set; }
}

 public class FL
{

    [JsonProperty(""content"")]
    public string Content { get; set; }

    [JsonProperty(""val"")]
    public string Val { get; set; }
}

//To De-serialize
ResponseActual respone = JsonConvert.DeserializeObject&lt;ResponseActual&gt;(jSON_sTRING)

//Get the contacts list
List&lt;FL&gt; contacts = respone.Response.Result.Contacts.Row[0].FL.ToList();

//Now Get the required value using LINQ
var value = contacts.Where&lt;FL&gt;((s, e) =&gt; s.Val ==""Email"").Select(x=&gt;x.Content).Single();
</code></pre>

<p>You may also checkout this - 
<a href=""https://stackoverflow.com/questions/4749639/deserializing-json-to-net-object-using-newtonsoft-or-linq-to-json-maybe"">Deserializing JSON to .NET object using Newtonsoft (or LINQ to JSON maybe?)</a></p>
",1979784,-1,2017-05-23T12:08:43.780,2013-06-21T09:42:28.320,1,CC BY-SA 3.0
17929670,2,16911661,2013-07-29T16:49:27.137,1,"<p>From <a href=""http://www.zoho.com/crm/help/api/"" rel=""nofollow"">http://www.zoho.com/crm/help/api/</a></p>

<blockquote>
  <p>Zoho CRM provides API (Application Programming Interface) for
  integrating CRM modules with third-party applications such as,
  accounting, ERP, e-commerce, self-service portals and others. With the
  Zoho CRM API, you can extract CRM data in XML or JSON format and
  develop new applications or integrate with your existing business
  applications. As the Zoho CRM API is independent of programming
  languages, you can develop applications in any programming language
  (Java, .Net, C, C++, PHP, etc.).</p>
</blockquote>

<p>.NET client for interacting with Zoho CRM service <a href=""https://github.com/deveel/zohocrmsharp"" rel=""nofollow"">https://github.com/deveel/zohocrmsharp</a>.</p>

<p>Your work is the custom logic for ""pass the data from data base table to Zoho""</p>
",383840,,,2013-07-29T16:49:27.137,0,CC BY-SA 3.0
17967760,2,17958629,2013-07-31T10:21:10.180,0,"<p>Thanks, everyone, I was able to figure out a solution:</p>

<pre><code>                pushFields(102,v[3]);
</code></pre>
",977570,,,2013-07-31T10:21:10.180,0,CC BY-SA 3.0
18322007,2,18321902,2013-08-19T19:55:08.007,1,"<p>Declan's answer gives you the number of names linked to each phone number (one row per phone number).</p>

<p>If it's important for you to keep the same number of row (i.e. the same layout you've described in your question), you can use an <code>OVER</code> clause.</p>

<pre><code>SELECT NAME, [PHONE NUMBER], COUNT(NAME) OVER (PARTITION BY [PHONE NUMBER]) AS OCCUR
FROM YOURTABLE
</code></pre>

<p>With <code>OVER</code> there's no need for a <code>GROUP BY</code>.</p>
",2427990,,,2013-08-19T19:55:08.007,6,CC BY-SA 3.0
18376080,2,18335697,2013-08-22T09:10:05.233,26,"<p>I'm having the same problem with connection timeouts. It seems to me that there are issues around SSL sockets in the default Django SMTP library. In the development version of Django there is an option to set <code>EMAIL_USE_SSL = True</code> which allows for the use of an <em>implicit</em> TLS connection (as opposed to <em>explicit</em>, which is specified by <code>EMAIL_USE_TLS = True</code>). Generally the former (implicit) uses port 465, while the latter (explicit) uses port 587. See the <a href=""https://docs.djangoproject.com/en/dev/ref/settings/#email-use-ssl"">Django docs</a> -- compare the development version with version 1.5. Note that the option <code>EMAIL_USE_SSL</code> is NOT present in 1.5.</p>

<p>Thus, the problem is that <a href=""https://www.zoho.com/mail/help/faq/imap-access1.html#f2a2"">Zoho's default SMTP server uses port 465 and requires SSL</a>, but the <code>EMAIL_USE_TLS</code> option doesn't fulfill this requirement. (Side note: maybe try setting this option to <code>False</code>? I didn't try that.) Anyway, my best guess is that this is a Django-specific issue and may not be solved until 1.7.</p>

<p>As for a solution to your problem: you can definitely access Zoho's SMTP server with Python (2.7.1)'s <code>smtplib</code> (see script below). So, if you want a slightly inelegant fix, you could go that route. I've tested this in Django 1.5.1 and it works like a charm.</p>

<p>Here's the stand-alone Python script (which can be adapted for use in a Django project):</p>

<pre><code>import smtplib
from email.mime.text import MIMEText

# Define to/from
sender = 'sender@example.com'
recipient = 'recipient@example.com'

# Create message
msg = MIMEText(""Message text"")
msg['Subject'] = ""Sent from python""
msg['From'] = sender
msg['To'] = recipient

# Create server object with SSL option
server = smtplib.SMTP_SSL('smtp.zoho.com', 465)

# Perform operations via server
server.login('sender@example.com', 'password')
server.sendmail(sender, [recipient], msg.as_string())
server.quit()
</code></pre>

<p>Try checking that the above script runs with your Zoho credentials before plugging it into your web project. Good luck!</p>
",2469805,,,2013-08-22T09:10:05.233,3,CC BY-SA 3.0
